idMiscellaneous,subject,reading,createdat
"825","speedreading","1735783824:BV:26623","2025-01-02 14:40:25"
"860","speedreading","1735786523:BV:2549","2025-01-02 15:25:25"
"825","speedreading","1735787424:BV:26623","2025-01-02 15:40:25"
"860","speedreading","1735790122:BV:2537","2025-01-02 16:25:24"
"825","speedreading","1735791024:BV:26623","2025-01-02 16:40:25"
"860","speedreading","1735793723:BV:2525","2025-01-02 17:25:27"
"825","speedreading","1735794623:BV:26623","2025-01-02 17:40:24"
"860","speedreading","1735797322:BV:2530","2025-01-02 18:25:24"
"825","speedreading","1735798224:BV:26623","2025-01-02 18:40:25"
"636","getconfigrun","success","2025-01-02 19:00:06"
"636","speedreading","1735799400:W1:11599:0~1735799400:BV:466~","2025-01-02 19:00:06"
"636","getconfigrun","success","2025-01-02 19:04:03"
"636","speedreading","1735799640:W0:8391:179:200:0~1735799640:BV:466~","2025-01-02 19:04:03"
"638","getconfigrun","success","2025-01-02 19:10:19"
"638","speedreading","1735800000:W1:11350:0~1735800000:BV:811~","2025-01-02 19:10:20"
"638","getconfigrun","success","2025-01-02 19:14:17"
"638","speedreading","1735800240:W0:9237:47:200:0~1735800240:BV:807~","2025-01-02 19:14:18"
"860","speedreading","1735800922:BV:2546","2025-01-02 19:25:24"
"503","getconfigrun","success","2025-01-02 19:25:26"
"503","speedreading","1735800900:W1:4731:0~1735800900:BV:370~","2025-01-02 19:25:26"
"650","getconfigrun","success","2025-01-02 19:30:10"
"650","speedreading","1735801200:W1:7914:0~1735801200:BV:823~","2025-01-02 19:30:11"
"64","getconfigrun","success","2025-01-02 19:40:16"
"64","speedreading","1735801800:W1:5882:0~1735801800:BV:339~","2025-01-02 19:40:16"
"825","speedreading","1735801823:BV:26623","2025-01-02 19:40:24"
"503","getconfigrun","success","2025-01-02 19:40:30"
"503","speedreading","1735801800:W0:8659:0:200:0~1735801800:BV:374~","2025-01-02 19:40:30"
"101","getconfigrun","success","2025-01-02 20:00:06"
"101","speedreading","1735803000:W1:6137:0~1735803000:BV:430~","2025-01-02 20:00:06"
"650","getconfigrun","success","2025-01-02 20:00:10"
"650","speedreading","1735803000:W0:7253:0:201:0~1735803000:BV:823~","2025-01-02 20:00:10"
"101","getconfigrun","success","2025-01-02 20:04:11"
"101","speedreading","1735803240:W0:11365:283:200:0~1735803240:BV:433~","2025-01-02 20:04:11"
"531","getconfigrun","success","2025-01-02 20:05:55"
"531","speedreading","1735803360:W1:19418:0~1735803360:BV:399~","2025-01-02 20:05:55"
"64","getconfigrun","success","2025-01-02 20:10:24"
"64","speedreading","1735803600:W0:13550:0:200:0~1735803600:BV:341~","2025-01-02 20:10:24"
"651","getconfigrun","success","2025-01-02 20:15:11"
"651","speedreading","1735803900:W1:9390:183~1735803900:BV:837~","2025-01-02 20:15:12"
"860","speedreading","1735804523:BV:2574","2025-01-02 20:25:26"
"531","getconfigrun","success","2025-01-02 20:37:48"
"531","speedreading","1735805280:W0:13231:29:201:0~1735805280:BV:403~","2025-01-02 20:37:49"
"825","speedreading","1735805424:BV:26623","2025-01-02 20:40:25"
"651","getconfigrun","success","2025-01-02 20:45:10"
"651","speedreading","1735805700:W0:7728:96:1200:2~1735805700:BV:836~","2025-01-02 20:45:11"
"652","getconfigrun","success","2025-01-02 20:59:52"
"652","speedreading","1735806600:W1:9425:0~1735806600:BV:821~","2025-01-02 20:59:52"
"106","getconfigrun","success","2025-01-02 21:00:05"
"106","speedreading","1735806600:W1:5902:0~1735806600:BV:453~","2025-01-02 21:00:06"
"106","getconfigrun","success","2025-01-02 21:06:12"
"106","speedreading","1735806960:W0:11986:166:200:0~1735806960:BV:454~","2025-01-02 21:06:12"
"652","getconfigrun","success","2025-01-02 21:19:51"
"652","speedreading","1735807800:W0:8244:65:200:0~1735807800:BV:819~","2025-01-02 21:19:51"
